"Gene name","wt.r1.rpkm","wt.r2.rpkm","wt.r3.rpkm","alg1.r1.rpkm","alg1.r2.rpkm","alg1.r3.rpkm"
"B0252.4a.1",8551.51,5332.96,7083.07,6961.07,11686.9,13433.7
"B0252.4b.1",6892.95,6184.57,8280.9,8525.54,14130,9451.16
"B0252.5.1",17216,15637,20369.6,13569.9,5191.56,18191.3
"B0252.8.1",3019.77,6810.95,5646.6,18709.4,15275.7,16672.1
"B0261.1.1",6304.64,4822.56,6846.67,6170.35,7007.39,8062.46
"B0261.1.2",6235.57,4769.73,6771.66,6102.75,6930.62,7974.12
"B0261.1.3",5402.21,4669.84,4785.87,5252.34,5576.9,7146.9
"B0261.2a.1",10495.6,9947.23,9895.77,12219.5,14127.8,12441.2
"B0261.2b.1",11248.1,10402.9,10604.1,13454.1,15641,12958
"B0261.4a.1",23918.8,19561,15413.7,17145.8,20196.8,22812.8
"B0261.4b.1",28066.6,23286.9,18349.6,19754.2,23623.6,27158.1
"B0261.5.1",1701.31,1252.19,1947.7,3115.96,2808.06,1899.27
"B0261.6a.1",9744.1,4754.35,4693.52,2664.57,2348.23,1462.6
"B0261.6b.1",2408.44,833.428,1655.04,512.461,387.018,737.01
"B0261.6b.2",2117.76,896.824,1257.13,551.442,378.598,793.071
"B0261.6b.3",2504.02,824.894,2051.06,507.214,661.641,787.357
"B0261.6b.4",2446.4,846.564,1893.03,520.538,1536.74,748.626
"B0261.7.1",17660.5,15237.4,17785.8,14798.6,15850.3,23434.7
"B0261.7.2",16604.2,13453.6,15703.6,13066.1,13994.7,20691.2
"B0261.8.1",26157.7,29768,22778.4,30494.9,28151,31984.3
"B0261.9.1",468.849,1636.56,383.392,0,0,0
"B0272.1.1",562.072,697.249,1235.47,3675.03,2265.93,5217.69
"B0272.2.1",5532.09,7900.96,4458.28,7052.62,8854.02,9848.31
"B0272.3.1",54420,58381,44665.2,56330.5,42316.2,47405.9
"B0272.4.1",20069.5,16879,18980.2,19362.7,20132.6,9663.09
"B0273.1a.1",3172.28,2346.99,3007.5,1176.12,1166.08,1626.53
"B0273.1a.2",1921.11,1772.64,1884.5,949.667,1184.54,1562.77
"B0273.1a.3",2966.15,1731.52,2568.45,1705.66,1157.06,2269.74
"B0273.1b.1",1149.96,24.5614,89.7616,1584.81,1453.28,25.1675
"B0273.2.1",1372.15,2191.71,1359.08,608.502,1391.31,965.886
"B0273.2.10",794.769,833.486,487.089,654.212,656.986,575.856
"B0273.2.11",794.769,833.486,487.089,654.212,656.986,575.856
"B0273.2.12",799.786,838.747,490.163,658.341,661.133,579.491
"B0273.2.13",810.942,840.482,489.906,657.995,689.396,579.186
"B0273.2.14",805.437,834.776,486.58,653.528,684.716,575.254
"B0273.2.15",814.797,844.478,492.235,661.124,692.674,581.94
"B0273.2.16",811.309,850.831,497.226,667.827,670.659,587.84
"B0273.2.17",807.431,846.765,494.849,664.635,667.453,585.03
"B0273.2.18",817.388,864.709,493.8,663.226,694.876,583.79
"B0273.2.19",814.787,854.479,499.357,670.69,673.534,590.36
"B0273.2.2",709.969,705.054,479.568,577.185,525.013,514.583
"B0273.2.3",748.259,733.614,497.491,598.756,573.687,533.814
"B0273.2.4",747.062,1058.94,647.191,597.799,714.179,532.961
"B0273.2.5",737.29,731.203,498.023,599.396,517.344,534.385
"B0273.2.6",737.29,732.186,498.023,599.396,545.216,534.385
"B0273.2.7",739.266,734.148,499.357,601.002,546.677,535.817
"B0273.2.8",754.706,739.935,501.777,603.915,578.63,538.414
"B0273.2.9",753.397,748.182,508.903,612.49,586.847,546.059
"B0273.3.1",5672.73,8316.47,8900.58,8146.99,8300.92,9786.74
"B0273.4a.1",2495.55,2518.61,2252.71,1733.45,2343.11,972.272
"B0273.4b.1",1553.31,2972.49,2485.88,1904.05,2122.1,1276.57
"B0273.4c.1",2431.3,2709.51,2532.22,2107.34,2611.17,1263.89
"B0273.4d.1",2297.7,2492.03,2212.72,1384.67,1892.78,966.772
"B0273.4e.1",1999.15,1385.77,1988.67,1102.6,1483.37,932.3
"B0273.4f.1",2061.68,1458.68,2159.02,1006.45,1526.38,1005.55
"B0280.10a.1",5229.55,3771.02,3513.09,3303.63,3910.11,2566.76
"B0280.10b.1",0,0,472.878,0,0,0
"B0280.10c.1",1869.7,769.634,1447.62,2627.63,3096.76,1577.25
"B0280.11.1",5576.07,6955.22,5600.18,1202.81,1996.6,122.035
"B0280.12a.1",656.432,341.389,671.242,1050.15,561.103,1043.31
"B0280.12b.1",597.621,310.804,611.104,956.064,1344.3,949.834
"B0280.13.1",6270.17,10826,7109.83,8023.08,8264.81,3311.13
"B0280.17.1",15965.7,8303.92,11505.1,6023.93,6062.62,4053.57
"B0280.1a.1",8583.74,10634.1,7878.58,3719.28,7903.16,9559.61
"B0280.1b.1",5636.61,9343.45,7060.75,5158.07,5013.14,6156.24
"B0280.2.1",175.539,247.45,813.892,809.896,172.85,642.343
"B0280.3.1",32686.2,43492.9,31263.1,30023,33412.9,37010
"B0280.3.2",33326.8,45181.5,32307.6,31188.6,34710.2,38446.9
"B0280.4.1",1448.24,4499.68,2909.92,3000.01,1883.14,967.683
"B0280.5.1",27532.9,19769.6,14617.8,28851.6,27153.5,36475.2
"B0280.7.1",1471.7,5729.82,4332.43,2217.17,3966.46,3354.98
"B0280.8.1",20258.8,14627,14583.5,15951.2,17819.3,21768.7
"B0280.9.1",25913,35499,28109,38159.3,41542.2,36423.6
"B0281.3.1",8478.48,8707.27,8198.93,4529.87,5468.99,6107.89
"B0281.5a.1",0,0,0,331.727,0,0
"B0281.5b.1",0,0,0,386.478,0,0
"B0281.6.1",0,709.727,0,497.768,437.437,36.3621
"B0284.1.1",3512500,2079160,1278680,1723690,1821150,1670460
"B0284.2.1",226.645,0,0,232.375,0,0
"B0284.3.1",7644.89,13715.8,3672.19,8456.77,7431.78,2419.6
"B0284.4.1",0,0,255.473,0,0,0
"B0285.10.1",31.8253,0,0,0,0,2329.14
"B0285.1a.1",4420.17,6221.4,4560.35,4634.52,5637.22,6184.19
"B0285.1b.1",5346.71,6859.86,5011.55,4694.1,6090.02,5265.14
"B0285.1c.1",5705.17,7648.78,5792.31,6181.4,7318.23,6547.82
"B0285.1c.2",5936.3,7040.84,6088.1,6536.09,7552.05,6651.06
"B0285.3.1",4061.44,399.436,2703.28,2365.67,1258.3,0
"B0285.4.1",13965.6,17178,14745,14890.8,16160.9,14842.6
"B0285.4.2",12432.8,15292.6,13126.6,13575,14387.1,13213.5
"B0285.5.1",4493.32,4684.63,6227.31,5011.82,4980.6,6192.47
"B0285.5.2",2147.82,3283.76,2471.72,2856.65,2254.18,3244.41
"B0285.5.3",2246.27,3279.29,2343.13,2662.86,2164.57,3239.99
"B0285.5.4",2267.42,3286.75,2587.23,2668.92,2169.5,3247.36
"B0285.5.5",2080.61,3181.01,2296.61,2910.54,2174.65,3142.89
"B0285.6.1",0,36.4233,133.112,485.365,538.783,671.799
"B0285.7.1",3502.25,5834.6,3504.77,8700.77,7064.58,7558.73
"B0285.8.1",6032.82,3141.53,5142.52,4406.63,5294.47,4577.1
"B0285.9.1",5783.55,6494.62,6664.16,8347.62,8800.76,7171.71
"B0285.9.2",5472.9,6145.78,6306.21,7899.25,8634.3,6786.5
"B0285.9.3",6860.79,6506.19,6516.43,8221.85,11514.1,8166.13
"B0286.1.1",4398.08,3485.27,2644.13,2737.88,2286.24,4998.69
"B0286.1.2",4788.65,3395.57,2576.07,3552.86,2266.3,4870.03
"B0286.1.3",4060.38,3217.66,2441.1,2527.65,2110.69,4614.87
"B0286.2a.1",1339.08,438.204,702.631,2130.33,2467.7,2888.88
"B0286.2b.1",770.609,399.236,1176.28,1504.21,2363.39,3926.78
"B0286.3.1",83589.2,115011,69264,23724.3,30167.2,31995.1
"B0286.4a.1",8561.73,8007.32,5598.83,6517.21,7693.77,8926.13
"B0286.4a.2",7514.21,7397.78,5204.41,6114.08,7001.54,9123.21
"B0286.4b.1",5257.97,4467.02,4184.22,4222.92,5325.39,6026.78
"B0286.4c.1",7201.94,6524.51,5050.03,5527.99,6537.73,6724.54
"B0286.4c.2",7315.08,6380.41,4594.44,6011.38,6781.9,6681.35
"B0286.4c.3",6413.2,6009.45,4348.15,5679.51,6206.92,7281.75
"B0286.4c.4",7406.99,6806.3,5060.74,5734.81,6638.18,6973.18
"B0286.4c.5",7324.43,5901.1,4837.28,5168.61,6505.39,7109.42
"B0286.4c.6",4577.57,3719.38,4057.86,4104.97,4367.25,4338.27
"B0286.4d.1",5222.69,4657.47,4190.66,4446.97,5141.15,6283.73
"B0286.5.1",4346.39,2429.18,5874.57,4652.59,3881.66,6619.23
"B0286.6.1",0,784.967,819.635,0,622.042,28.7264
"B0294.1.1",1292.35,1953.79,1736.82,2592.44,1236.75,0
"B0294.3.1",0,0,0,1801.97,0,0
"B0302.1a.1",4347.84,4251.33,3167.96,2943.34,3042.26,2330.05
"B0302.1a.2",4302.03,4206.54,3134.58,2912.33,3010.21,2305.5
"B0302.1b.1",4580.95,4903.54,3130.22,3133.27,3116.97,2773.92
"B0302.5.1",69023.8,91392.2,69119.7,57179.9,48822.1,51471
"B0303.11a.1",3458.65,3394.98,3022.44,3610.2,3586.6,3701.42
"B0303.11a.2",3375.78,3313.63,3010.42,3523.7,3643.28,3612.73
"B0303.11b.1",3417.07,4164.99,3246.55,2681.43,3517.52,3593.02
"B0303.11b.2",3336.43,4066.7,3229.43,2618.15,3574.97,3508.23
"B0303.14.1",5927.48,921.433,2117.41,4376.86,2658.9,4720.86
"B0303.15.1",106614,105582,101594,107397,83583.3,128751
"B0303.16.1",342.045,1857.23,609.126,0,3346.04,1207.72
"B0303.2.1",1512.97,4028.57,2556.89,1353.36,2399.53,2098.68
"B0303.2.2",1514.52,4032.7,2559.51,1354.75,2067.79,2100.83
"B0303.3.1",14251.5,15958.9,13872.2,14265.2,13094.8,12754.5
"B0303.3.2",16272.6,18222.1,15778.1,16274.1,14951.9,14521.9
"B0303.3.3",16292.4,18244.3,15797.3,16293.9,14970.1,14539.6
"B0303.3.4",14200.4,16334.1,13768.7,14532.5,12828.1,13229.9
"B0303.3.5",13968.6,15642.1,13596.8,13982,12834.8,12501.2
"B0303.3.6",13708.8,15608.4,13516.2,13792.4,12826.1,12527.4
"B0303.3.7",16618.1,18992,16168.3,16883.1,15138.6,16021.3
"B0303.4.1",4694.19,4077.96,3222.57,3593.71,3223.54,5188.29
"B0303.4.2",4504.45,3476.71,3358.12,3734.11,3720.85,4978.57
"B0303.7a.1",8537.55,8349.72,6203.99,6269.38,6247.09,6735
"B0303.7b.1",9042.6,10192.2,7791.58,6889.16,7453.84,8135.18
"B0303.8.1",0,0,0,975.909,100.897,1132.26
"B0303.9.1",9216.31,8023.89,7166.75,7747.94,10475.2,7166.96
"B0304.1a.1",2519.18,765.418,1269.74,2499.64,726.537,632.309
"B0304.1b.1",1592.5,803.581,849.279,2059.95,609.185,735.645
"B0304.1b.2",1750.6,757.275,800.34,2133.38,574.081,693.254
"B0304.1c.1",1576.45,787.287,596.629,2275,402.486,1064.68
"B0304.1c.2",1732.43,742.788,562.907,2334.88,379.737,1004.5
"B0304.2.1",10288.2,4468.67,13312.3,14132,9264.26,16401
"B0304.3.1",7758.52,5232.76,7452.56,1592.14,3912.91,4829.65
"B0304.4.1",1047.55,1476.68,1672.65,581.431,1564.81,5919.77
"B0304.4.2",1071.01,1509.76,1710.11,594.455,1599.86,6052.37
"B0304.7.1",230.912,0,0,0,0,0
"B0304.9.1",0,0,0,174.429,0,0
"B0310.1a.1",6049.22,4608.55,3578.06,5518.15,9549.16,4186.36
"B0310.1b.1",5692.12,6918.25,7791.92,7269.52,11863.1,6500.34
"B0310.2a.1",2489.6,1850.93,1862.1,6490.76,6344.96,4134.18
"B0310.2b.1",2121.87,424.774,1652.99,5875.56,5425.23,2901.71
"B0310.3.1",473.955,542.843,180.865,169.21,440.385,80.8211
"B0310.3.2",543.054,621.986,207.234,193.88,137.616,92.6042
"B0310.3.3",241.969,665.132,96.954,207.329,147.162,99.028
"B0310.3.4",251.647,691.737,100.832,215.622,153.048,102.989
"B0310.5a.1",20844.5,24712,17766.4,17873.9,23642.1,20636.6
"B0310.5b.1",6952.64,9859.98,8279.83,8080.94,9590.15,8095.19
"B0310.5b.2",8768.16,10976.1,10177.3,8632.53,13297.6,9454.51
"B0310.6.1",4124.56,0,2754.44,6456.54,9655.72,4799.26
"B0331.1.1",0,0,0,0,0,419.382
"B0331.2.1",1565.38,181.617,553.111,0,335.816,781.615
"B0334.1.1",119760,99811.9,115242,122591,124154,132317
"B0334.1.2",115582,93517.1,107715,123667,124985,121262
"B0334.13.1",4465.86,199.852,4544.55,7568.98,9936.32,3686.11
"B0334.15.1",21177.3,14757.4,26723.9,22127.9,22905.8,28564.8
"B0334.15.2",16470.9,12443.4,17803.3,10672.9,14645,21092.9
"B0334.2.1",2459.56,2929.98,1982.93,1529.79,2006.53,1484.46
"B0334.2.2",2324.7,2769.32,2136.59,1445.91,1896.51,1403.07
"B0334.3a.1",13538.4,14437.1,15541.1,14682,11444,14697.8
"B0334.3a.2",15078.8,16773.8,16076.5,15170.7,11907,16063.9
"B0334.3b.1",12570.5,12582.5,13575.4,12768.5,10773.4,12501.8
"B0334.3b.2",12665.5,12669,13720.1,12865.3,10907.5,12593.2
"B0334.3b.3",12757.1,12777.4,13828.6,12967.1,10953.4,12687.3
"B0334.3b.4",12782.3,12794.5,13856,13361,10954.9,12891.7
"B0334.4.1",22189.8,25292.5,24414.6,33622.5,23964,19961.2
"B0334.5.1",17445.3,10377.7,13610.4,14764.5,16673.9,14431.3
"B0334.6.1",4897.42,1686.76,2964.79,1385.82,3178.29,617.282
"B0334.7.1",69.2835,97.666,0,0,0,100.076
"B0334.8a.1",7021.02,7394.49,6215.72,7978.67,8469.78,6195.42
"B0334.8b.1",11579.3,8296.49,5781.98,6495.35,7170.79,7947.66
"B0336.10.1",527566,471118,448470,563680,523032,540009
"B0336.10.2",505025,451644,434974,543289,496338,521614
"B0336.10.3",481774,435821,413270,517760,478780,497051
"B0336.10.4",498841,435658,424716,536556,486268,521377
"B0336.11a.1",2858.27,4065.65,2557.5,3087.22,6123.88,2645.17
"B0336.11b.1",2863.21,2300.01,2561.92,2290.45,4895.03,2649.74
"B0336.11b.2",4524.4,5765.76,5919.58,4745.11,5990.02,6540.03
"B0336.12.1",3234.75,0,1529.59,0,0,67.7162
"B0336.13.1",23746,22941.5,23310.5,31521.9,26480.1,16722.5
"B0336.1a.1",3295.7,3934.24,3261.97,4288.09,4175.52,3744.09
"B0336.1a.2",3316.91,3462.39,3282.96,3817.56,3925.15,3768.19
"B0336.1b.1",2766.64,3537.37,3389.49,3818.09,4046.77,3907.16
"B0336.2.1",26528.6,31167.8,29678.6,23909.4,24234,27371.4
"B0336.2.10",24101,28978.4,27324.6,22048.8,22230,24666.5
"B0336.2.11",15392.3,18796.8,17111.4,12521.5,13856.2,15945.1
"B0336.2.12",11810.7,17250.5,11193.1,10914,9393.81,10749.1
"B0336.2.2",26501.7,30730.2,29648,23887.9,24178.6,27346.9
"B0336.2.3",25322,30001.2,28566,23036,23228,25842
"B0336.2.4",17455.4,23533.7,18943.7,14735.9,15345.8,19085.8
"B0336.2.5",24453.1,30067.1,28314.2,22099.8,23357,24204
"B0336.2.6",23354.2,27828.9,26497.6,21368,21546.1,23970.8
"B0336.2.7",26453.6,30941.7,29105.2,23940.5,23707.9,26710.8
"B0336.2.8",25261.8,30211.2,28047.8,22580.1,22778.8,25260.8
"B0336.2.9",24088.6,28704,27330.9,22039.9,22223.6,24724.6
"B0336.3a.1",12186.6,10153.1,10750.6,10267.4,13845.3,13816.5
"B0336.3b.1",11091,9793.58,9590.62,9582.39,12251.4,12193
"B0336.3c.1",10047.2,8520.83,9417.72,9888.3,11691.1,9220.67
"B0336.3d.1",9192.45,8385.47,9202.19,8830.7,11354.4,8439.59
"B0336.4a.1",2362.28,2918.43,4021.13,5178.34,3320.78,5337.65
"B0336.4b.1",1833.18,2229.99,3994.94,2772.28,3190.86,4520.76
"B0336.5a.1",4434.48,4935.59,5474.41,6788.47,3977.12,6631.67
"B0336.5b.1",3711.66,5373.58,6293.4,8251.61,3672.23,4424.27
"B0336.6.1",6520.84,3372.58,7630.45,8931.68,9403.21,9898.67
"B0336.6.2",6470.94,3346.77,7957.9,8863.33,9409.34,10147.5
"B0336.7a.1",6535.98,5360.77,3923.38,2913.65,7901.34,9427.43
"B0336.7b.1",5594.06,3781.73,3023.67,2958.65,6736.48,7499.05
"B0336.8.1",9356.87,16363.2,20865,38612.1,27617,22016.5
"B0336.9a.1",1223.86,1101.66,831.478,1627.79,1673.7,1261
"B0336.9b.1",1084.75,1299.43,1505.53,1353,1604.39,1298.97
"B0336.9b.2",1091.54,823.825,951.733,1573.76,1614.43,1153.3
"B0336.9b.3",1086.96,672.143,908.944,1537.63,1613.08,1067.56
"B0336.9b.4",1059.97,893.581,980.141,1678.34,1633.58,1342.38
"B0336.9b.5",1061.45,824.857,952.924,1547.73,1614.55,1154.75
"B0336.9c.1",1063.23,896.332,967.394,1683.5,1636.62,1224.69
"B0336.9c.2",1264.07,832.866,796.565,1251.07,1181.97,1129.97
"B0336.9d.1",1383.04,1116.3,1004.19,1841.25,1928.47,993.398
"B0336.9e.1",1131.9,824.259,774.661,1414.72,1392.47,1065.5
"B0336.9e.2",227.324,634.923,311.438,1046.42,7.94178,839.235
"B0344.2.1",12131.6,12875.6,11300.2,8029.44,6333.03,11796.1
"B0348.2a.1",2216.24,0,2799.68,7605.97,3851.1,11517.1
"B0348.2b.1",0,0,0,1970.78,527.103,62.5938
"B0348.4a.1",549.949,688.474,608.955,794.074,773.099,781.336
"B0348.4a.2",546.189,684.876,609.523,791.369,767.813,775.994
"B0348.4b.1",543.284,707.509,595.217,752.286,782.95,770.751
"B0348.4b.2",546.56,710.667,594.077,754.099,787.672,775.398
"B0348.4c.1",545.859,1688.23,927.588,717.37,1344.58,592.126
"B0348.4d.1",564.56,763.073,569.898,748.794,833.376,749.338
"B0348.4d.2",567.806,766.403,568.666,750.503,838.168,753.646
"B0348.4e.1",571.184,745.638,582.67,788.578,824.629,759.155
"B0348.4e.2",567.461,741.835,583.382,786.035,819.254,754.206
"B0348.4f.1",567.479,771.579,589.785,774.721,896.833,755.093
"B0348.4f.2",570.953,775.177,588.594,776.699,902.324,759.716
"B0348.4g.1",574.575,753.119,603.661,817.458,888.375,765.63
"B0348.4g.2",570.237,748.56,645.052,814.05,881.668,759.85
"B0348.4h.1",577.795,712.687,627.533,779.793,858.249,778.257
"B0348.4h.2",581.517,716.093,626.524,781.908,863.777,783.27
"B0348.4i.1",585.412,692.415,642.679,824.85,848.795,789.678
"B0348.4i.2",581.136,688.543,643.039,821.735,842.595,783.911
"B0348.4j.1",560.624,838.181,593.732,788.712,904.939,749.532
"B0348.4j.2",564.187,842.339,592.521,790.855,910.691,754.296
"B0348.4k.1",567.897,819.95,608.197,833.288,896.27,760.395
"B0348.4k.2",563.804,815.211,608.801,830.154,889.811,754.915
"B0348.4l.1",539.715,834.704,604.117,780.573,839.782,774.262
"B0348.4l.2",543.332,839.065,602.91,782.778,845.41,779.45
"B0348.4m.1",547.075,815.424,619.528,827.467,829.671,786.087
"B0348.4m.2",542.919,810.462,620.078,824.207,823.367,780.114
"B0348.4n.1",535.595,677.262,518.468,664.685,753.634,730.058
"B0348.4n.2",538.725,680.145,516.915,665.931,758.037,734.324
"B0348.4o.1",541.954,658.428,530.785,704.036,743.71,739.787
"B0348.4o.2",538.363,655.142,531.853,702.011,738.783,734.886
"B0348.4p.1",512.525,616.512,541.68,664.083,698.409,750.884
"B0348.4p.2",515.669,619.166,540.192,665.387,702.693,755.49
"B0348.4q.1",518.888,595.91,554.928,705.395,687.238,761.383
"B0348.4q.2",515.279,592.895,555.881,703.26,682.458,756.088
"B0348.4r.1",536.664,680.285,535.325,685.542,812.957,734.648
"B0348.4r.2",540.007,683.376,533.774,687,818.021,739.225
"B0348.4s.1",543.459,660.24,548.693,727.799,803.192,745.088
"B0348.4s.2",539.621,656.723,549.705,725.472,797.52,739.825
"B0348.4t.1",545.541,615.498,570.887,685.999,769.241,757.155
"B0348.4t.2",549.12,618.329,569.488,687.537,774.287,762.122
"B0348.4u.1",552.83,593.437,585.489,730.526,758.317,768.481
"B0348.4u.2",548.718,590.23,586.281,728.055,752.676,762.765
"B0348.4v.1",528.497,744.563,537.242,696.345,817.974,728.198
"B0348.4v.2",531.917,748.191,535.644,697.929,823.267,732.91
"B0348.4w.1",535.441,724.656,551.161,740.41,807.899,738.954
"B0348.4w.2",531.513,720.53,552.194,737.9,801.971,733.532
"B0348.4x.1",505.426,735.877,544.721,682.976,746.802,752.226
"B0348.4x.2",508.877,739.647,543.085,684.557,751.902,757.363
"B0348.4y.1",511.352,713.255,558.376,727.793,733.571,762.37
"B0348.4y.2",508.441,710.451,560.555,726.735,729.395,758.03
"B0348.5a.1",2296.5,2382.73,1382.93,1714.88,307.557,102.263
"B0348.5b.1",2279.03,2399.42,1510.52,1084.24,397.012,0
"B0348.6a.1",22138,19013.3,20706.6,24536.7,26869.8,24279.5
"B0348.6a.2",12515.4,8159.78,13048.4,15455.9,17009.5,14626.9
"B0348.6b.1",19621.5,18568.9,18516.5,21387.1,20799.7,20250.7
"B0348.6b.2",9835.19,7663.74,10476.6,11761.3,9902.67,11735.5
"B0348.6c.1",19614.5,18183.4,18185.3,20907.9,20560.6,19804.2
"B0348.6c.2",9816.72,7198.06,10083.5,11193.1,9610.5,11207.8
"B0348.6c.3",19938.9,17065.9,19533.3,20323.2,21799,25067.8
"B0350.2a.1",25739.1,18033.1,22329.4,20324.5,17162.1,18285.6
"B0350.2a.2",22564,16149.5,18325.6,17889.3,14325.4,15211
"B0350.2b.1",1714.44,1649.02,1473.24,1642.97,1505.01,1270.93
"B0350.2b.2",1878.62,1879.57,1703.06,1833.91,1893.73,1575.53
"B0350.2b.3",1772.06,1852.92,1637.1,1673.52,1791.66,1601.82
"B0350.2b.4",1859.88,1841.2,1733.03,1662.94,1780.33,1788.38
"B0350.2b.5",1726.09,1787.89,1572.85,1627.69,1721.68,1530.38
"B0350.2b.6",1665.94,1620.14,1520.52,1681.39,1501.86,1355.26
"B0350.2c.1",2670.26,2403.2,2417.63,2390.54,2250.05,2197.06
"B0350.2c.2",2577.33,2388.69,2361.55,2247.17,2153.35,2235.34
"B0350.2c.3",1676.85,1833.63,1588.47,1662.84,1627.23,1593.59
"B0350.2d.1",1628.76,1488.66,1436.72,1551.49,1566.89,1186.55
"B0350.2d.10",1626.38,1768.52,1506.82,1592.95,1669.58,1456.94
"B0350.2d.11",1536.32,1687.1,1352.99,1727.62,1380.1,1166.7
"B0350.2d.2",1672.15,1737.31,1574.51,1616.11,1742.43,1530.61
"B0350.2d.3",1676.41,1777.22,1597.37,1589.08,1741.51,1529.21
"B0350.2d.4",1673.04,1738.23,1568.23,1616.97,1743.35,1531.42
"B0350.2d.5",1668.3,1739.47,1567.48,1626.59,1735.34,1524.69
"B0350.2d.6",1808.92,1763.83,1541.24,1575.85,1690.45,1429.09
"B0350.2d.7",1527.89,1438.6,1362.56,1557.8,1420.58,1140
"B0350.2d.8",1392.01,1334.57,1228.09,1427.74,1323.96,981.413
"B0350.2d.9",1672.02,1736.08,1573.4,1623.16,1741.2,1528.94
"B0350.2e.1",2768.51,2303.67,2342.83,2388.83,2283.04,2215.37
"B0350.2e.2",2676.17,2287.11,2284.59,2243.49,2185.66,2254.51
"B0350.2e.3",1764.63,1746.39,1522.95,1673.55,1661.71,1604.21
"B0350.2f.1",3115.67,2687.24,2975.4,3172.94,3046.14,2860.77
"B0350.2f.2",3092.9,2684.75,2963.09,3138.28,3024.09,2874.36
"B0350.2f.3",3085.39,2693.06,2972.25,3134.05,3033.45,2869.15
"B0350.2h.1",1807.95,1822.14,1654.78,1843.7,1845.4,1532.36
"B0350.2h.2",1695.68,1796.11,1582.41,1685.43,1737.97,1559.17
"B0350.2i.1",2477.27,2268.24,2309.88,2186.95,2032.47,2082.22
"B0350.2i.2",2650.67,2295.42,2359.19,2210.14,1907.16,2011.2
"B0350.2i.3",1544.09,1565.49,1400.7,1526.12,1248.55,1196.15
"B0350.2j.1",1646,1775.81,1521.9,1644.12,1670.58,1484.45
"B0350.2j.2",1570.66,1496.88,1385.36,1558.66,1416.61,1128.78
"B0350.2j.3",1760.53,1512.51,1381.45,1490.34,1712.57,1157.78
"B0353.1a.1",4148.7,7577.46,3518.25,4085.4,3961.28,3007.74
"B0353.1b.1",4036.94,4806.42,2743.31,3792.26,2889.22,1945.94
"B0353.1c.1",4155.65,4919.56,2807.88,3881.52,3341.47,1991.74
"B0353.1c.2",3910.63,5191.89,2963.32,4096.4,3120.93,2102
"B0353.1d.1",3674.49,5756.28,2881.25,3237.92,2946.23,2017.69
"B0353.1e.1",2410.66,3518.44,2196.66,2900.16,1600.54,1426.54
"B0353.1e.2",2528.35,4064.34,2306.91,2355.6,1635.15,1697.89
"B0361.10.1",36530.9,39387,37062.6,34875.2,32258.3,36262.5
"B0361.10.2",7269.43,6748.57,6952.03,7962.65,8253.75,6079.73
"B0361.10.3",7225.56,5600.93,6602.92,7497.41,7702.28,7405.36
"B0361.11.1",1797.08,3581.83,1130.41,1770.2,1029.47,19.0167
"B0361.2a.1",1823.14,1401.15,2208.93,2483.72,1704.88,1526.22
"B0361.2a.2",1793.97,1378.73,2173.59,2443.98,1677.6,1512.24
"B0361.2b.1",467.095,526.756,127.001,200.114,67.6381,2538.32
"B0361.2b.10",653.43,266.203,375.572,267.854,195.803,617.561
"B0361.2b.11",765.072,311.685,439.74,313.618,229.257,723.074
"B0361.2b.12",415.946,469.074,113.094,178.2,60.2315,437.899
"B0361.2b.2",1736.09,1390.65,2021.33,2417.33,1665.26,1541
"B0361.2b.3",1764.8,1401.15,2111.68,2445.96,1653.57,1309.28
"B0361.2b.4",1700.39,1409.75,2016.75,2664.53,1693.7,1262.67
"B0361.2b.5",1348.67,1415.54,1617.44,1759.94,1400.87,1426
"B0361.2b.6",793.716,856.129,1307.41,1243.35,1203.96,2756.4
"B0361.2b.7",973.021,1369.06,1931.4,1387.16,791.111,1012.01
"B0361.2b.8",1397.58,454.301,1123.58,1414.05,619.39,1685.42
"B0361.2b.9",722.83,245.369,596.238,550.939,394.662,705.739
"B0361.3.1",7335.34,6967.67,9701.96,9484.75,9695.59,10118.7
"B0361.3.2",7390.87,7048.45,9308.33,9321.61,9672.35,10274.9
"B0361.4.1",1733.57,3363.43,1696.54,3649,2299.77,3419.51
"B0361.5a.1",13902.3,6326.59,11379.3,11137,8687.18,11623.2
"B0361.5b.1",8979.16,4224.94,10560,10173.3,10643.1,11171
"B0361.6.1",17405,21471.3,21310.2,26617.4,22172.9,20760.6
"B0361.7.1",5475.52,9902.16,6447.21,8923.5,10655.3,8186.6
"B0361.7.2",5963.58,12418.6,7855.45,9499.09,11319.9,8187.4
"B0361.8.1",15233,19326,16232.8,14071.4,19928.8,19632
"B0361.9.1",13129.6,17985.2,13531.8,14718.1,24161.5,19485.3
"B0365.1.1",27530.3,17700,30319.4,20900.8,23451.5,22732.2
"B0365.3.1",175690,183754,203532,213553,220097,215496
"B0365.3.2",162493,155837,159338,195814,189428,190323
"B0365.5a.1",5699.08,6893.39,2809.57,2327.48,4327.68,735.235
"B0365.5b.1",4385.71,2622.81,580.926,2042.58,1385.62,977.287
"B0365.6.1",28960.7,30984.5,29971.9,14813.8,23106.5,21898
"B0365.6.2",15369,15521,17200.3,10371.3,9253.66,10422.5
"B0365.6.3",16523.3,15741.8,18090,10737.4,9754.37,11237.4
"B0365.6.4",16519,15933,17812.7,11156.3,9583.39,11389
